engine_type,bypass_ratio,press_ratio,rated_output,ambient_baro,ambient_temp,ambient_humidity,fuel_flow_to
2,4.38,22.8,72.67,100.845,295.85,0.00975,0.841
1,3.3,9.76,9.79,100.526,290,0.0079,0.148
1,2.68,10.1,11.12,103.146,257,0.0015,0.1697
1,2.1,12.3,12.9,99.42,280.3,0.0036,0.2054
1,2.1,13.3,14.19,101.7,300,0.01,0.2151
2,1.73,19.66,92.74,100.95,276,0.0028,1.32
2,1.73,19.66,92.74,100.95,276,0.0028,1.32
2,1.7,19.05,92.74,100.95,276,0.0028,1.282
2,1.7,20.27,96.52,100.95,276,0.0028,1.354
2,1.05,15.82,62.27,101,281,0.0064,0.9892
2,1.04,15.88,64.5,101,281,0.0064,1.04
1,0,20.3,205.3,99.8,288,0.00895,2.099
1,0,20.3,205.3,99.8,288,0.00895,2.099
1,4.9,24.5,235.8,98.5,282.5,0.00395,2.4419
1,0,21.5,202.4,99.8,288,0.00895,2.083
1,0,21.5,202.4,99.8,288,0.00895,2.083
1,4.9,24.5,235.8,98.5,282.5,0.00395,2.4419
1,0,20.3,205.3,99.8,288,0.00895,2.099
1,0,20.3,205.3,99.8,288,0.00895,2.099
1,5.1,22.8,213.5,101,278,0.00375,2.1672
1,4.9,24.5,235.75,98.5,282.5,0.00395,2.4419
1,5.66,33.87,68.63,100.4,275,0.00515,0.667
1,5.6,35,71.22,100.4,275,0.00515,0.699
1,5.66,33.87,68.63,100.4,275,0.00515,0.667
1,5.6,35,71.22,100.4,275,0.00515,0.699
2,5.70668,33.5597,68.6316,100.4,278,0.0077,0.672078
2,5.65376,34.6468,71.2205,100.4,278,0.0077,0.70114
1,12.2,32.11,120.44,100.635,271.875,0.00137,0.800416
1,12.2,32.11,120.44,100.635,271.875,0.00137,0.800416
1,11.7,35.52,134,100.635,271.875,0.00137,0.910084
1,11.4,38.85,147.28,100.635,271.875,0.00137,1.02297
1,11.4,38.85,147.28,100.635,271.875,0.00137,1.02297
1,12.72,28.78,107.82,100.635,271.875,0.00137,0.71
1,12.72,28.78,107.82,100.635,271.875,0.00137,0.71
1,12.72,28.78,107.82,100.635,271.875,0.00137,0.71
1,12.72,28.78,107.82,100.635,271.875,0.00137,0.71
1,12.72,28.78,107.82,100.635,271.875,0.00137,0.71
1,12.72,28.78,107.82,100.635,271.875,0.00137,0.71
1,12.28,31.66,120.43,100.635,271.875,0.00137,0.8
1,12.28,31.66,120.43,100.635,271.875,0.00137,0.8
1,12.28,31.66,120.43,100.635,271.875,0.00137,0.8
1,12.28,31.66,120.43,100.635,271.875,0.00137,0.8
1,12.28,31.66,120.43,100.635,271.875,0.00137,0.8
1,12.28,31.66,120.43,100.635,271.875,0.00137,0.8
1,12,34.02,130.08,101.939,282.45,0.007366,0.88
1,12,34.02,130.08,101.939,282.45,0.007366,0.88
1,11.58,38.07,147.28,101.939,282.45,0.007366,1.023
1,11.58,38.07,147.28,101.939,282.45,0.007366,1.023
1,11.58,38.07,147.28,101.939,282.45,0.007366,1.023
1,11.58,38.07,147.28,101.939,282.45,0.007366,1.023
1,11.58,38.07,147.28,101.939,282.45,0.007366,1.023
1,11.58,38.07,147.28,101.939,282.45,0.007366,1.023
1,12.7211,28.7767,107.824,101.853,290.21,0.007795,0.71
1,12.7211,28.7767,107.824,101.853,290.21,0.007795,0.71
1,12.7211,28.7767,107.824,101.853,290.21,0.007795,0.71
1,12.2805,31.6575,120.435,101.853,290.21,0.007795,0.8
1,12.2805,31.6575,120.435,101.853,290.21,0.007795,0.8
1,12.2805,31.6575,120.435,101.853,290.21,0.007795,0.8
1,12.003,34.0245,130.088,101.853,290.21,0.007795,0.88
1,11.5814,38.0698,147.28,101.853,290.21,0.007795,1.023
1,11.5814,38.0698,147.28,101.853,290.21,0.007795,1.023
1,11.5814,38.0698,147.28,101.853,290.21,0.007795,1.023
1,8.6,29.36,67.66,101.7,284.85,0.00342,0.551
1,8.6,29.36,67.66,101.7,284.85,0.00342,0.551
1,8.33,32.65,75.72,101.7,284.85,0.00342,0.634
1,8.33,32.65,75.72,101.7,284.85,0.00342,0.634
1,12.11,33.32,132.38,101.939,282.45,0.007366,0.87
1,12.11,33.32,132.38,101.939,282.45,0.007366,0.87
1,12.11,33.32,132.38,101.939,282.45,0.007366,0.87
1,11.88,35.59,140.43,101.939,282.45,0.007366,0.95
1,11.88,35.59,140.43,101.939,282.45,0.007366,0.95
1,11.88,35.59,140.43,101.939,282.45,0.007366,0.95
1,12.102,33.32,132.383,101.853,290.21,0.007795,0.87
1,12.102,33.32,132.383,101.853,290.21,0.007795,0.87
1,12.102,33.32,132.383,101.853,290.21,0.007795,0.87
1,11.8646,35.59,140.439,101.853,290.21,0.007795,0.95
1,11.8646,35.59,140.439,101.853,290.21,0.007795,0.95
1,11.8646,35.59,140.439,101.853,290.21,0.007795,0.95
1,11.05,38.67,108.53,100.285,270.75,0.00199,0.79
1,11.05,38.67,108.53,100.285,270.75,0.00199,0.79
1,11.37,35.11,97.72,100.285,270.75,0.00199,0.69
1,11.64,32.28,87.96,100.285,270.75,0.00199,0.62
1,11.05,38.67,108.53,102.63,275.05,0.001715,0.79
1,11.05,38.67,108.53,102.63,275.05,0.001715,0.79
1,11.05,38.67,108.53,102.63,275.05,0.001715,0.79
1,11.05,38.67,108.53,102.63,275.05,0.001715,0.79
1,11.37,35.11,97.72,102.63,275.05,0.001715,0.69
1,11.37,35.11,97.72,102.63,275.05,0.001715,0.69
1,11.37,35.11,97.72,102.63,275.05,0.001715,0.69
1,11.37,35.11,97.72,102.63,275.05,0.001715,0.69
1,11.64,32.28,87.96,102.63,275.05,0.001715,0.62
1,11.64,32.28,87.96,102.63,275.05,0.001715,0.62
1,11.6,33.27,92.79,102.63,275.05,0.001715,0.65
1,11.6,33.27,92.79,102.63,275.05,0.001715,0.65
1,11.36,35.76,100.3,102.63,275.05,0.001715,0.71
1,11.36,35.76,100.3,102.63,275.05,0.001715,0.71
1,11.16,37.74,105.93,102.63,275.05,0.001715,0.76
1,11.16,37.74,105.93,102.63,275.05,0.001715,0.76
1,11.16,37.74,105.93,102.63,275.05,0.001715,0.76
1,11.16,37.74,105.93,102.63,275.05,0.001715,0.76
1,11.16,37.74,105.93,102.63,275.05,0.001715,0.76
1,11.16,37.74,105.93,102.63,275.05,0.001715,0.76
1,5.71,26.7,166.35,100.775,290.8,0.0075,1.571
1,5.54,29.4,182.02,100.775,290.8,0.0075,1.752
2,4.5,20,26.87,98.94,292,0.0099,0.3171
2,4.5,20,26.91,98.94,292,0.0099,0.3171
2,4.2,20.21,28.49,99.525,276.5,0.00355,0.327
2,4.2,20.21,28.49,99.525,276.5,0.00355,0.327
2,4.2,20.21,28.49,99.525,276.5,0.00355,0.327
1,4.2,20.21,28.49,99.7,294.5,0.0099,0.329
2,4.2,20.21,28.49,99.595,269.5,0.0032,0.3282
2,4.2,20.21,28.49,100.11,272.5,0.0041,0.3285
2,4.2,21.44,29.91,99.22,296.5,0.0109,0.3545
2,4.2,21.44,29.91,99.22,296.5,0.0109,0.3545
2,4.2,21.44,29.91,99.22,296.5,0.0109,0.3545
2,4.1,20.4,30.71,101.21,288,0.0059,0.3604
2,4.1,20.4,30.71,101.21,288,0.0059,0.3604
2,4.1,20.7,31.15,99.835,298.5,0.0105,0.3669
2,4.1,20.7,31.15,99.835,298.5,0.0105,0.3669
2,4.1,21.07,31.15,99.525,276.5,0.00355,0.37
2,4.1,21.07,31.15,99.525,276.5,0.00355,0.37
2,4.1,21.07,31.15,99.525,276.5,0.00355,0.37
1,4.7,29.3,252.4,101.63,290,0.00053,2.449
1,4.7,29.3,249.1,100.2,299,0.01,2.342
1,4.5,32.4,266.9,100.2,299,0.01,2.647
1,6.8,32.2,333.2,101.3,288,0.0063,2.899
1,6.7,32.3,344.5,101.8,289,0.00725,3.042
1,6.7,31.76,333.2,101.31,297.7,0.01045,2.949
1,6.7,33.2,343,101.3,288,0.0063,3.019
1,6.6,33.3,355.7,101.8,289,0.00725,3.172
1,6.6,32.83,343,101.31,297.7,0.01045,3.082
1,6.4,36.2,369.6,101.3,288,0.0063,3.411
1,6.4,36.2,369.6,101.3,288,0.0063,3.411
1,6.2,36.3,385.9,101.8,289,0.00725,3.557
1,6.3,36.36,369.6,101.31,297.7,0.01045,3.511
1,6,38.9,408.3,101.8,289,0.00725,3.926
1,6.1,39.16,395,101.31,297.7,0.01045,3.898
1,0,41.37,424.1,102.1,286.5,0.00441,4.138
1,4.9,26.9,231.3,101.63,290,0.00053,2.177
1,4.9,26.9,231.27,100.2,299,0.01,2.129
1,4.7,29.3,252.4,101.63,290,0.00053,2.449
1,4.7,29.3,249.1,100.2,299,0.01,2.342
1,4.6,30.7,258,100.2,299,0.01,2.481
1,5.2,31.24,284.68,101.3,273.5,0.0018,2.626
1,5.2,30.1,284.68,101.85,280.5,0.002825,2.668
1,5.06,31.3,286.9,101.11,283.82,0.004085,2.721
1,5.1,33.1,302.48,101.3,273.5,0.0018,2.836
1,5.1,31.84,302.5,101.85,280.5,0.002825,2.884
1,4.92,33.1,305.1,101.11,283.82,0.004085,2.937
1,5.1,33.1,302.48,101.3,273.5,0.0018,2.836
1,5.1,31.84,302.5,101.85,280.5,0.002825,2.884
1,4.92,33.1,305.1,101.11,283.82,0.004085,2.937
1,4.7,29.7,266.9,102.225,226.5,0.002995,2.567
1,4.6,31,275.8,102.225,226.5,0.002995,2.725
1,4.86,33.8,311.4,101.11,283.82,0.004085,3.019
1,4.7,29.3,252.4,101.63,290,0.00053,2.449
1,4.5,32.4,266.9,100.2,299,0.01,2.647
1,5,25.39,222.4,102,270,0.0015,2.027
1,5,26.32,231.3,102,270,0.0015,2.127
1,4.8,28.37,249.1,102,270,0.0015,2.351
1,4.8,29.49,258,102,270,0.0015,2.482
1,4.8,28.41,258,100.65,279,0.00305,2.496
1,4.7,30.68,266.9,102,270,0.0015,2.623
1,4.4,33.4,275.8,100.2,299,0.01,2.858
1,4.6,31.91,275.8,102,270,0.0015,2.767
2,4.8,25.7,98.31,101.75,275.85,0.00169,1.047
2,4.8,28,105.87,101.75,275.85,0.00169,1.169
1,3,16.5,32.4,100.35,287,0.006025,0.498
1,4.7,25,182.5,99.8,289,0.008,1.866
1,4.7,25,182.5,100.9,281,0.0055,1.877
1,4.5,28,218.5,99.8,289,0.008,2.383
1,4.5,28.4,218.5,103,284.5,0.005,2.21
1,4.5,29.1,224.8,102,288,0.005,2.48
1,4.3,29.7,231.3,101,277,0.006,2.51
1,4.3,30.22,231.3,103,284.5,0.005,2.34
2,4.25,32.1,253,101,284.5,0.006,2.62
2,4.25,32.1,253,101,284.5,0.006,2.62
2,4.25,32.1,253,100.2,287,0.0071,2.62
2,4.2,34,264.4,101,284.5,0.006,2.73
2,4.2,34,264,100.2,287,0.0071,2.81
2,4.1,25.4,176.1,101,291.5,0.00725,1.86
2,4.1,25.4,176.1,101,291.5,0.00725,1.86
2,4.1,25.8,178.4,98.8,282,0.0037,1.86
2,4.1,26,178.4,100.95,284,0.0061,1.85
2,4.1,27.65,191.73,98.8,282,0.0037,2.08
2,4.1,27.9,191.7,100.95,284,0.0061,2.07
2,1,15.9,44,100.2,287,0.0078,0.735
2,0.64,18.7,50.7,100.5,287,0.0075,0.891
2,1,15.9,44,100.5,285,0.008,0.735
2,3.2,15.75,61.61,99.95,282.05,0.00475,0.741
2,3.26,15.88,61.6,100.95,286.95,0.00531,0.731
2,3,16.4,68.5,100,284.5,0.0065,0.87
2,3,16.1,61.6,100,288,0.005,0.76
2,3,16.1,61.6,100,288,0.005,0.76
2,3,16.4,67.2,100,284.5,0.0065,0.874
1,7.5,35.19,251.9,101.475,277.9,0.005,2.11
1,7.5,36.71,261.5,101.475,277.9,0.005,2.24
1,7.5,36.63,263.9,101.475,277.9,0.005,2.24
2,5.15,34.04,298.7,100.6,293,0.00785,2.94
2,5.15,34,300.3,100.2,287,0.0071,2.97
2,5.03,35.79,315.9,100.6,293,0.00785,3.15
2,5.03,35.8,316.3,100.2,287,0.0071,3.2
2,5.15,34.48,304.2,98.2,286.5,0.006795,2.907
2,5.03,36.3303,320.3,98.2,286.5,0.006795,3.139
2,5.15,34.48,304.2,98.2,286.5,0.006795,2.907
2,5.03,36.3303,320.3,98.2,286.5,0.006795,3.139
1,6.08,35.42,351.85,100.2,287,0.007065,3.1
1,6.02,36.3,361.64,100.2,287,0.007065,3.21
1,5.87,38.96,390.1,100.2,287,0.007065,3.56
1,5.7,41.38,411.48,100.2,287,0.007065,3.91
1,5.7,41.52,413.05,100.2,287,0.0071,4.03
1,7.5,38.97,334.7,100.4,291.3,0.005475,2.6
1,7.5,38.64,345.9,100.4,291.3,0.005475,2.69
1,8.45,38,338.7,100.8,281.65,0.00688,2.605
1,8.38,39.35,352.9,100.8,281.65,0.00688,2.738
1,8.41,38.68,345.9,100.8,281.65,0.00688,2.672
1,8.41,38.68,345.9,100.8,281.65,0.00688,2.672
1,8.45,38,338.7,100.8,281.65,0.00688,2.605
1,8.41,38.68,345.9,100.8,281.65,0.00688,2.672
1,8.41,38.68,345.9,100.8,281.65,0.00688,2.672
1,9.47,41,310.8,100.5,287.2,0.005765,2.282
1,9.32,43.78,334.7,100.5,287.2,0.005765,2.508
1,9.32,43.78,334.7,100.5,287.2,0.005765,2.508
1,9.67,37.51,279.8,100.5,287.2,0.005765,2.007
1,9.39,42.53,323.7,100.5,287.2,0.005765,2.403
1,9.62,38.33,286.7,100.5,287.2,0.005765,2.07
1,9.16,44.1,334.7,100.5,288.65,0.007,2.503
1,9.04,46.08,350.9,100.5,288.65,0.007,2.663
1,9.04,46.08,350.9,100.5,288.65,0.007,2.663
1,9.49,38.52,287.1,100.5,288.65,0.007,2.075
1,9.23,42.81,323.7,100.5,288.65,0.007,2.402
1,9.62,36.32,268,100.5,288.65,0.007,1.912
1,9.16,44.1,334.7,100.5,288.65,0.007,2.503
1,9.16,44.1,334.7,100.5,288.65,0.007,2.503
1,9.32,41.3,310.9,100.5,288.65,0.007,2.284
1,9.62,38.33,287.1,100.5,288.65,0.007,2.07
1,9.39,42.53,323.7,100.5,288.65,0.007,2.403
1,9.74,36.19,268,100.5,288.65,0.007,1.907
1,9.32,43.78,334.7,100.5,288.65,0.007,2.508
1,9.32,43.78,334.7,100.5,288.65,0.007,2.508
1,9.47,41.04,310.9,100.5,288.65,0.007,2.282
1,9.2,43,310.9,100.5,289.8,0.011215,2.279
1,9,45.8,334.7,100.5,289.8,0.011215,2.497
1,9,45.8,334.7,100.5,289.8,0.011215,2.497
1,9.1,44.5,323.7,100.5,289.8,0.011215,2.395
1,9.3,40.1,287.1,100.5,289.8,0.011215,2.068
1,8.9,47.8,350.9,100.5,289.8,0.011215,2.649
1,8.9,47.8,350.9,100.5,289.8,0.011215,2.649
1,9,45.8,334.7,100.5,289.8,0.011215,2.497
1,8.9,48.7,358.1,100.5,289.8,0.011215,2.721
1,8.9,48.7,358.1,100.5,289.8,0.011215,2.721
1,9,45.8,334.7,100.5,289.8,0.011215,2.497
1,8.9,47.8,350.9,100.5,289.8,0.011215,2.649
1,8.9,49.4,363.9,100.5,289.8,0.011215,2.783
1,9,45.4,327.9,100.5,289.8,0.011215,2.478
1,9,45.4,327.9,100.5,289.8,0.011215,2.478
1,9.2,43,310.9,100.5,289.8,0.011215,2.279
1,9,45.8,334.7,100.5,289.8,0.011215,2.497
1,9,45.8,334.7,100.5,289.8,0.011215,2.497
1,9.1,44.5,323.7,100.5,289.8,0.011215,2.395
1,9.3,40.1,287.1,100.5,289.8,0.011215,2.068
1,8.9,47.8,350.9,100.5,289.8,0.011215,2.649
1,8.9,47.8,350.9,100.5,289.8,0.011215,2.649
1,9,45.8,334.7,100.5,289.8,0.011215,2.497
1,8.9,48.7,358.1,100.5,289.8,0.011215,2.721
1,8.9,48.7,358.1,100.5,289.8,0.011215,2.721
1,9,45.8,334.7,100.5,289.8,0.011215,2.497
1,8.9,47.8,350.9,100.5,289.8,0.011215,2.649
1,8.9,49.4,363.9,100.5,289.8,0.011215,2.783
1,9,45.4,327.9,100.5,289.8,0.011215,2.478
1,9,45.4,327.9,100.5,289.8,0.011215,2.478
1,9.14026,43.1772,310.864,100.5,291.95,0.011125,2.32686
1,9.01653,46.0013,334.68,100.5,291.95,0.011125,2.55619
1,9.01653,46.0013,334.68,100.5,291.95,0.011125,2.55619
1,9.074,44.6969,323.728,100.5,291.95,0.011125,2.44924
1,9.28204,40.3476,287.137,100.5,291.95,0.011125,2.10752
1,8.93421,47.9558,350.902,100.5,291.95,0.011125,2.72092
1,8.93421,47.9558,350.902,100.5,291.95,0.011125,2.72092
1,9.01653,46.0013,334.68,100.5,291.95,0.011125,2.55619
1,8.91709,48.7886,358.055,100.5,291.95,0.011125,2.80167
1,8.91709,48.7886,358.055,100.5,291.95,0.011125,2.80167
1,9.01653,46.0013,334.68,100.5,291.95,0.011125,2.55619
1,8.93421,47.9558,350.902,100.5,291.95,0.011125,2.72092
1,8.88349,49.5509,363.873,100.5,291.95,0.011125,2.87194
1,9.15518,42.9717,308.738,100.5,291.95,0.011125,2.28796
1,9.09338,44.089,317.772,100.5,291.95,0.011125,2.37297
1,8.93939,45.7702,327.918,100.5,291.95,0.011125,2.502
1,8.93939,45.7702,327.918,100.5,291.95,0.011125,2.502
1,8.93939,45.7702,327.918,100.5,291.95,0.011125,2.502
1,9.28,36.77,334,99.9,287.5,0.00606,2.411
1,9.15,38.8098,355.2,99.9,287.5,0.00606,2.601
1,9.15,38.8098,355.2,99.9,287.5,0.00606,2.601
1,9.01,41.09,379,99.9,287.5,0.00606,2.819
1,9.3,36.8,334,100.2,287.5,0.00513,2.411
1,9.15,38.8,355.2,100.2,287.5,0.00513,2.601
1,9.15,38.8,355.2,100.2,287.5,0.00513,2.601
1,9.01,41.1,379,100.2,287.5,0.00513,2.819
1,8.04,48.57,436.7,100.55,281.35,0.00376,3.507
1,8.059,48.4132,436.749,100.25,288.2,0.005305,3.49783
1,9.3,36.8,334,100.2,287.5,0.00513,2.411
1,9.15,38.8,355.2,100.2,287.5,0.00513,2.601
1,9.15,38.8,355.2,100.2,287.5,0.00513,2.601
1,9.01,41.1,379,100.2,287.5,0.00513,2.819
1,8.059,48.4132,436.749,100.25,288.2,0.005305,3.49783
1,5.1,13.15,33.4,101.7,295,0.0139,0.3999
1,5.7,11.4,29.8,101.85,290.5,0.0098,0.3476
1,5.6,12,31,101.85,290.5,0.0098,0.3581
1,5.1,13,31,101.85,278,0.00305,0.3578
1,5,19.9,63.765,100.7,281.5,0.005,0.634
1,5,19.9,63.77,100.7,281.5,0.005,0.634
1,4.9,19.8,64.43,100.84,283.5,0.00936,0.548
1,4.9,20.73,68.72,100.84,283.5,0.00936,0.581
